type,path,url
microcontent,/MicroContent/Resources/MicroContent/Videos/enable-rmvoip.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/enable-rmvoip.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/enable-security-deposit-interest.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/enable-security-deposit-interest.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/enter-beginning-balances.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/enter-beginning-balances.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/enter-values-for-udfs.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/enter-values-for-udfs.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/epay-deposits.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/epay-deposits.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/epay-overview.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/epay-overview.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/epay-payments-with-cashpay.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/epay-payments-with-cashpay.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/epay-payments-with-lockbox.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/epay-payments-with-lockbox.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/epay-refunds.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/epay-refunds.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/epay-returns.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/epay-returns.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/escalate-recurring-charge.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/escalate-recurring-charge.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/export-1098s.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/export-1098s.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/export-1099s.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/export-1099s.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/five-types-of-gl-accounts.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/five-types-of-gl-accounts.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/forfeit-a-security-deposit---escrow-bank.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/forfeit-a-security-deposit---escrow-bank.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/full-distributions-using-pay-owners.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/full-distributions-using-pay-owners.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/generate-lease-renewal-offers.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/generate-lease-renewal-offers.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/generate-letters.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/generate-letters.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/generate-scripted-letters.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/generate-scripted-letters.htm
